id,text,num_sentences,num_clusters,local_cohesion,num_concepts,num_coh_sentences,num_non_coh_sentences,num_relations
10142182.0,"Strandet an der Schildkrötenbucht. Geht an dem Mammutbaum, der östlich von euch ist vorbei. Nehmt nicht die rechte Gabelung, sondern folgt dem Weg. Wenn ihr bis zu den Kanus gelaufen seid, holt euch eines und überquert den See. Biegt rechts ab, aber fahrt nicht in den Wald voller Wölfe. Er soll westlich von euch sein. Geht bis zum Wegweiser und lauft rechts in die Drachenhöhle. Holt euch dort den Schlüssel und geht zurück zum Wegweiser. Biegt irgendwann bei der Steinenge links ab und lauft am Bootssteg vorbei. Biegt rechts ab, dann ist der Schatz euer Eigentum. Links seht ihr noch das alte Schiffswrack.",11.0,6.0,0.2,16.0,2,8,7.0
10142192.0,Du steigst an der Schildkrötenbucht aus. Dann gehst du durch einen Wald bis zum Mammutbaum. Dort biegst du nach rechts ab und du müsstest an den Kanus sein. Danach kommst du am weißen Sandstrand vorbei. Am Wald voller Wölfe gehst du nach links. Da gehst du geradeaus und kommst an einen Wegweiser. Dort gehst du zur Drachenhöhle und wieder zurück. Dort biegst du rechts ab und müsstest an der Steinenge links abbiegen. Du kommst am Zelt vorbei und biegst da ab.,9.0,7.0,0.125,10.0,1,7,3.0
10142202.0,"Der Schatz ist auf einer einsamen Insel auf einem weiten Meer. Die Schildkrötenbucht liegt südlich und ist der Startpunkt. Da geht man die linke Kurve an einem kleinen Wald vorbei. Dann kommt ein großer Baum, der Mammutbaum, da vorbei und über den Fluss bei den Kanus. Am Wald voller Wölfe vorbei und geradeaus. Am Wegweiser nach rechts zur Drachenhöhle, dort liegt der Schlüssel und wieder zum Wegweiser. Danach zur Steinenge und die Kurve nach links nehmen, am Zelt vorbei und dann ein bisschen hinter dem Zelt abbiegen in die Bucht. Dort ist der Schatz.",8.0,5.0,0.0,18.0,0,7,17.0
10142212.0,"Du steigst zuerst zu der Schildkrötenbucht im Süden, danach gehst du geradeaus zum Mammutbaum und an dem Mammutbaum biegst du nach links ab zu den Kanus und gehst dann geradeaus zum Wald voller Wölfe. Wenn du dort angelangt bist, gehst du nach rechts zum Wegweiser. Beim Wegweiser gehst du nach rechts zur Drachenhöhle, wo der Schlüssel versteckt ist. Nachdem du den Schlüssel gefunden hast, gehst du wieder zum Wegweiser und danach geradeaus zu der Steinenge. Dort biegst du nach links ab zum Zelt. Danach gehst du zum Schiffswrack, wo der Schatz vergraben liegt.",6.0,4.0,0.4,13.0,2,3,9.0
10142222.0,"Du musst an die Schildkrötenbucht ankommen, wenn du angekommen bist gehst du auf die Insel und gehst nach links. Du gehst über den Kanusfluss und gehst nach rechts und du gehst an dem Wald voller Wölfe vorbei und du kommst an dem Wegweiser an und gehst in die Drachenhöhle und gräbst den Eingang, da findest du den Schlüssel. Du gehst wieder raus und gehst nach rechts. Du siehst die Steinenge, du kletterst über die Steine und gehst an dem Zelt vorbei. Nach dem Zelt siehst du zwei große Steine auf dem Boden liegen. Du gräbst da, wo die zwei Steine sind. Nachdem du den Schatz gefunden hast, kannst du ihn aufschließen und als reicher Pirat leben.",7.0,3.0,0.333333333333,15.0,2,4,15.0
10142232.0,"Ihr müsst in der Schildkrötenbucht ankern (im Süden), dann westlich gehen bis zur Rechtsabbiegung. Kurz danach kommt eine Kreuzung mit dem Mammutbaum links. Mit den Kanus musst du dann über den Fluss. Und dann kommt die Kreuzung, wo du rechts musst und aufpassen auf den Wald voller Wölfe. Dann rechts zur Drachenhöhle und da ist der Schlüssel vergraben. Wenn du den Schlüssel hast, aus Höhle raus und dann nochmal rechts bis zur Steinenge. Und dann links bis zu den Zelten und da ist der Strand, wo der Schatz vergraben ist.",7.0,4.0,0.166666666667,15.0,1,5,11.0
10142242.0,"Hallo liebe Piraten, ich helfe euch, den Schatz zu finden. Zuerst müsst ihr an der Schildkrötenbucht vorbei. Danach müsst ihr bei dem Mammutbaum vorbei. Aber jetzt müsst ihr bei den Kanus vorbei. Wenn da vorbeigesegelt seid, müsst ihr am Wald voller Wölfe vorbei. Dann an dem Wegweiser vorbei. Jetzt müsst ihr aufpassen, denn jetzt seid ihr in der Drachenhöhle um den Schlüssel zu holen. Jetzt müsst ihr an den",8.0,6.0,0.142857142857,10.0,1,6,4.0
10142252.0,"Zuerst vierzig Meter nach Westen, dann kannst du den Mammutbaum sehen. In vierzig Meter nach Westen musst du mit den Kanus über den Fluss schwimmen, dann musst du fünfzig Meter nach Westen und dann musst du hundert Meter nach Norden, damit du zur Drachenhöhle kommst, dann musst du den Schlüssel suchen. Dann musst",3.0,1.0,0.5,8.0,1,1,16.0
10142262.0,"Erst muss man zuerst an dem Mammutbaum vorbei, dann überquerst du den Kanus. Ihr müsst dann zum Wegweiser laufen nach Osten rein zu der Drachenhöhle, da ist der Schlüssel. Ihr müsst aufpassen, die Steinengen sind sehr eng. Weiter geht es zum Zelt, noch ein Stückchen weiter, dann bist du beim Schatz. Wenn du das Zeichen X siehst heißt es, du hast den Schatz gefunden.",5.0,3.0,0.25,11.0,1,3,5.0
10361012.0,"Ihr müsst dem Weg folgen am Mammutbaum links abbiegen. Wenn ihr bei den Kanus angekommen seid, müsst ihr auf die andere Seite.Ihr lauft ein Stück geradeaus. Dann müsst ihr rechts in den Wald voller Wölfe. Ihr geht den Weg entlang bis zum Wegweiser, dann müsst ihr in die Drachenhöhle, um den Schlüssel zu finden. Wenn ihr ihn gefunden habt, müsst ihr wieder raus. Ihr biegt beim Wegweiser rechts ab. Geht dann bis zur Steinenge. Ihr biegt links ab, dann geht ihr lange geradeaus. Am Schiffswrack ist dann der Schatz, ihr müsst ihn ausgraben. Dann habt ihr das Abenteuer gemeistert und seid reich.",11.0,6.0,0.1,14.0,1,9,9.0
10361022.0,"Es fängt am Strand an, ihr müsst direkt nach links. Geht ein bisschen, dann sind sehr viele Bäume auf der linken Seite. Ihr geht geradeaus, dann seht ihr den Mammutbaum, ihr müsst links gehen. Dann geht ein paar Schritte. Dann müsst den See mit euren Kanus überqueren. Dann geht ihr sechs Schritte, dann seht ihr einen Wald, ihr müsst rechts gehen. Dann müsst ihr einen sehr langen Weg gehen. Vorne seht ihr dann einen Wegweiser. Von da aus müsst ihr rechts gehen zu den Drachenhöhlen, da befindet sich der Schlüssel. Dann geht ihr gerade und dann links. Ihr müsst noch mal einen langen Weg gehen. Und da am Schiffswrack steht euer Schatz.",12.0,7.0,0.181818181818,14.0,2,9,6.0
10361032.0,"Also: ihr müsst an den vielen Bäumen vorbei gehen, dann geht ihr über das kleine Wasser! Dann müsst ihr ein wenig geradeaus, dann seht ihr einen kleinen Weg, der in eine Seite reingeht. Ihr geht immer geradeaus bis ihr eine kleine Mühle sieht. Ihr geht aber an der Mühle vorbei, dann seht ihr die Drachenhöhle. Ihr geht hinein und da ist der Schlüssel versteckt. Dann geht ihr wieder raus und geht neben der Mühle vorbei, dann geht ihr geradeaus und geht dann links rein. Ihr müsst an einem Zelt vorbeikommen, schräg gegenüber vom Zelt ist der Schatz!",7.0,4.0,0.333333333333,9.0,2,4,5.0
10361042.0,"Vom Startpunkt aus nach links, geradeaus nach links, über den Fluss nach rechts, geradeaus, dann zur Drachenhöhle. Dort ist der Schlüssel. Dann nach rechts, geradeaus, nach rechts, geradeaus dann dann zum Schiffswrack, und da ist das X! Viel Erfolg.",4.0,4.0,0.0,6.0,0,3,2.0
10361062.0,Ihr geht fünfundzwanzig Meter nach links bis zu einem großen Wald von da aus immer weiter geradeaus da steht dann der große Mammutbaum. Nun müsst ihr wieder nach links bis zu einem Fluss den überquert ihr mit einem Kanu dort stehen wenn ihr den Fluss überquert habt kommt ihr nach zehn Metern an zwei Tannen an denen geht ihr weiter geradeaus. Jetzt müsst ihr noch ein bisschen geradeaus und dann nach rechts abbiegen! Danach kommt ihr an einem Wald voller Wölfe vorbei von da aus immer weiter geradeaus dann kommt ihr an einem Wegweiser vorbei ab da müsst ihr nach rechts einbiegen und ihr kommt zum Schlüssel bei der Drachenhöhle dann geht ihr wieder raus nach links dann kommt ihr wieder am Wegweiser vorbei und geht nach rechts und immer weiter geradeaus bis ihr zu Steinenge kommt dann links abbiegen und immer weiter geradeaus ihr kommt an einer Tanne und an einem Zelt vorbei dann auf die Wiese und in der Nähe ist ein Schiffswrack und am Zelt nach rechts und ihr seid am Schatz!,4.0,1.0,0.333333333333,17.0,1,2,16.0
10361072.0,"Also ihr startet an der Schildkrötenbucht, dann müsst ihr nach Norden Richtung Mammutbaum. Dann, wenn du am Mammutbaum bist, dann nach Westen. Danach über den Kanus, dann nach Osten. Wenn beim Wegweiser bist, dann in die Drachenhöhle, dort ist der Schlüssel. Wenn du aus der Drachenhöhle raus bist, musst du nach Norden zur Steinenge. Dann nach Westen zum Zelt, dann nur noch hundert Meter dann Norden, dann bist du da!",6.0,2.0,0.6,13.0,3,2,6.0
10361102.0,"Also ihr müsst erst nach Westen gehen und danach, wo ihr bei den Bäumen ankommt, müsst ihr nach Norden, danach nach Süden, danach müsst ihr rechts. Da ist eine Kurve und geht nach Norden und wenn ihr bei dem Wegweiser ankommt, müsst ihr nach rechts und dann paar Schritte geradeaus gehen und da den Schlüssel abholen. Dann kommt ihr zurück zum Wegweiser und geht nach Norden. Wenn ihr bei der Steinenge ankommt, müsst ihr nach Westen laufen bis zu den Zelten und noch paar Schritte geradeaus und da ist der Schatz.",4.0,1.0,0.666666666667,11.0,2,1,8.0
10361112.0,"Ihr folgt der Straße nach links bis ihr ein Kanu seht. In das steigt ihr ein und fahrt auf die andere Seite. Dort folgt ihr weiter der Straße bis zu einer Kreuzung. Dort biegt ihr rechts ab und folgt der Straße bis zum Wegweiser und geht zur Drachenhöhle, holt euch den Schlüssel. Dann geht ihr zur Steinenge, biegt links ab und folgt der Straße zu dem Schiffswrack. Dort liegt der Schatz.",6.0,3.0,0.4,10.0,2,3,4.0
10361122.0,"Zuerst müsst ihr acht Schritte nach Westen gehen. Dann nach Norden zum Baum an der Kreuzung. Biegt links ab und geht bis zum Fluss mit den Booten und fahrt mit den Booten bis zur anderen Seite. Angekommen? Gut, dann geht ihr geradeaus, biegt in Richtung Osten ab und dann wieder geradeaus bis ihr zu einem Wegweiser kommt. Da müsst ihr ihn halb umkreisen und seid an einem Weg, der zu einer Höhle führt nehmen. In dieser Höhle gibt es einen Schlüssel, den ihr braucht. Wenn ihr ihn habt, geht ihr zum Wegweiser zurück. Von dort aus geht ihr den Weg nach Norden. Dann nach Westen und an einem gestrandeten Schiff abbiegen und müsst nur noch nach dem Schatz graben.",10.0,4.0,0.111111111111,17.0,1,8,5.0
10361132.0,"O Start nach links, weiter geradeaus, dann wieder nach links, dann über das Wasser auf die andere Seite, dann rechts abbiegen. Immer weiter geradeaus bis ihr an ein Schild kommt, dann geht ihr in die Höhle genannt Drachenhöhle. Dann holt ihr euch den Schlüssel, der da irgendwo ist, dann geht ihr wieder raus, wenn ihr ihn gefunden habt. Dann geht ihr nach rechts, ihr biegt links ab und weiter geradeaus bis ihr ein fast versunkenes Schiff im Wasser seht Dort ist der Schatz, ihr müsst ihn nur noch ausgraben.",4.0,2.0,0.0,10.0,0,3,8.0
10361142.0,"Also wenn ihr am Schiff seid, müsst ihr nach links gehen bis es irgendwann nach links und nach rechts geht. Ihr müsst dann nach links und da sind dann Kanus und mit den Kanus auf die andere Seite fahren. Dann müsst ihr geradeaus und dann rechts abbiegen, da ist der Wald voller Wölfe, immer weiter geradeaus bis es nach links rechts und nach geradeaus geht. Ihr geht geradeaus zu der Drachenhöhle. Links zwischen den Steinen liegt der Schlüssel und dann geht ihr wieder zurück, dann geht es ja nach links, rechts, und geradeaus. Ihr geht nach rechts bis es nach rechts geht, Ihr geht aber weiter bis es nach links und rechts geht. Ihr geht nach links immer weiter geradeaus bis das Zelt kommt, dann geht ihr noch fünfundzwanzig Schritte und dann nach rechts. Da ist ein großes Kreuz auf dem Boden, da müsst ihr graben bis ihr an der Truhe seid, dann habt ihr den Schatz.",8.0,5.0,0.285714285714,14.0,2,5,12.0
