id;text
10261042;Das O ist das Startpunkt. Der rote Weg ist der Weg zum Schatz. In der Drachenhöhle ist der Schatz. Ihr müsst die Schildkrötenbucht durchqueren dann die Kanus. Über die solltet ihr drüber springen. Dann in die Kurve und passt auf der Wald ist voller Wölfe also rennt schnell. Dann kommt ihr zum Wegweiser geht dahin wo die Drachenhöhle. Um den Schlüssel zu finden. Der Wegweiser zeigt euch den Weg zum Steinenge Weg. Da biegt ihr ab und geht zu Zelt.
10261052;Das X soll das vergrabener Schatz sein und das O soll das Startort sein danach wenn wir gestartet haben fangen Wir an zu gehen und die Linie soll das Weg sein zum Gehen. Wenn wir losgegangen sind gehen wir nicht schnell wir gehen ein bisschen langsam Wir gehen los Kinder, die gehen und gehen und haben ein großes X gesehen und graben das X aus dann haben die das Schatz rausgeholt. Und da waren ganz viel Gold. Die waren in Schock! Und dann haben die den Schatz nach Hause genommen!
10261062;Fang beim O an und geht auf die andere Seite der Insel mach einen Stopp an der Drachenhöhle nehmt den Schlüssel danach geht an den Strand wo das Schiffswrack liegt und grabt dort
10261072;Wenn man den Schatz finden will muss man in der Nähe der Schildkrötenbucht anfangen. Der Weg führt als erstes zum Mammutbaum dann zum Kanus danach kommt der Wald voller Wölfe nach ein paar Meter findet ihr ein Wegweiser da werdet eine Drachenhöhle finden wo der Schlüssel ist. Ihr geht dann zu den großen Felsen und am Ende kommt das Zelt. Um den Schatz zu finden müsst ihr das verschollene Schiffswrack finden. Da könnt ihr anfangen zu graben.
10261082;Du fängst beim O an und gehst neben dem Wald und rechts siehst du ein Mammutbaum. Überquere den Fluss mit den Kanus. Danach biegst du rechts ab bei den Wald voller Wölfen gehst dann immer geradeaus bis zu den Windmühlen und gehst in die Höhle da ist der Schlüssel drin für die Schatztruhe. Gehst bei den Windmühlen rechts vorbei. Gehst geradeaus und dann die Kurve nach links bei der Steinenge geradeaus wenn du bei dem Zelt angekommen bist gehst du fünf Meter nach geradeaus und da links drei Meter geradeaus dann buddelst du den Schatz aus und dann hast du den Schlüssel und kannst die Schatztruhe ausbuddeln. So dann hast du den Schatz! Cool!
10261092;Hallo meine Kinder ich habe vor langer Zeit einen Schatz versteckt. Ihr sollt ihn finden. Also geht auf die Insel [Got] und ihr fangt eure Reise am Papageienbaum an. Dann geht ihr links und wenn ihr an dem Fluss angekommen seid geht ihr in die Kanus die da sind ihr überquert den Fluss und geht an den nächsten Kreuzung rechts dann geht ihr in die Höhle und holt den Schlüssel. Ihr kommt raus und geht den Weg bis ihr bei einem Schiff seid.
10261102;Am O müsst ihr auf dem Weg gehen und am Schildkrötenbucht links daran vorbei dann zum Mammutbaum. Über den Fluss am Kanus vorbei und rechts am Wald voller Wölfe vorbei und zur Drachenhöhle dort findet ihr den Schlüssel dann müsst ihr rechtsrum am Steinenge dann wieder links zu dem Bootssteg und zum Zelt und dann am Rand der Insel ausgraben.
10261112;Wenn ihr am Anfang seid müsst ihr nach links gehen dann dem Weg folgen dann wieder nach links gehen durch die Höhle dann sind da zwei Wegen dann nach rechts gehen. Immer dem Weg folgen. dann sind da drei Wegschilder da in die Drachenhöhle dann wieder raus rechts lang dem Weg folgen dann nach links immer geradeaus der Häusern vorbei und dann am Schiffswrack an den Strand und fertig.
10261122;Ihr beginnt an der Schildkrötenbucht und dann fangt ihr an nach links zu gehen dann hoch nach links scharfe Kurve nach rechts bis nach oben zur Drachenhöhle dort holt ihr euch den Schlüssel kommt wieder raus dann nach oben zum Steineingang zum Zelt dort weiter geradeaus dann rechts fertig
10261132;Geht zur Insel wo die Schildkrötenbucht ist und da in der Nähe sind viele Bäume, danach schwimmt ihr durch die Kanus-Bucht und geht zum Wald voller Wölfe doch passt auf es ist sehr gefährlich, dann geht ihr zum Wegweiser und guckt wo steht wo die Drachenhöhle ist ihr geht da rein vorsichtig denn da lebt ein Drache. Nachdem ihr den Schatz habt geht ihr zum Steinenge und dann links und nach einer Zeit findet ihr den Kreuz.
10261142;Beim O geht’s los dann nach links an dem Y wieder links beim nächsten Y nach rechts zur Drachenhöhle da ist da ist der Schlüssel dann geht ihr weiter nach oben und nach links zum alten Wrack da ist das X da müsst ihr den Schatz suchen
10261152;Also wenn ihr bald mal an dieser Insel seid hier habe ich meinen größten Schatz vergraben. Ihr finden ihn wenn ihr bei Süden seid der Schatz ist den anderen Ende der Insel erst müsst ihr dem Weg folgen erst geht ihr nach links und folgt dem Weg. Dann müsst ihr wieder nach links und dem Weg folgen. Dann wenn es wieder zwei Wege gibt dann geht ihr nach rechts und folgt dem Weg. Dann geht recht nach oben weiter. Dann seid ihr an der Drachenhöhle und dann folgt ihr dem Weg und geht noch mal links und folgt dem Weg dann seid am Ziel und müsst nur noch den Schatz ausgraben
10261162;Also starten an der Schildkrötenbucht, dann geht ihr links den Weg hoch am Mammutbaum links. Mit den Kanus überquert ihr den Fluss bis ans andere Ende ihr geht geradeaus, und am Wald geht ihr wieder links. Dann die Kurve um den Wald voller Wölfe und geradeaus bis zum Wegweiser geht ihr rechts in die Drachenhöhle. Und dort liegt der Schlüssel für den Schatz. Ihr geht aus der Drachenhöhle wieder raus und geht rechts geradeaus. Und dann biegt ihr links ab am Bootssteg entlang bis zur Küste da wo das Schiffswrack ist und am Strand findet ihr den Schatz am Wasser. Viel Glück und viel Spaß
10261172;Ihr müsst zum Mammutbaum dann am besten über den Fluss springen danach zum Wald voller Wölfe aber passt gut auf danach geht ihr zur Drachenhöhle passt auch dort nochmal auf, dann geht ihr rein und holt euch den Schlüssel, dann gelangt ihr wieder raus und geht zur Steinenge. Dann nach links und dann bei der Zeltenwiese vorbei und dann noch so eine Minute laufen nach geradeaus, und dann seid ihr da und nimmt den Schlüssel und schließt die Truhe auf.
10261192;Die Truhe ist versteckt O = los geht’s erstmal müsst ihr durch den Wald und wo auch der Mammutbaum ist ihr müsst über den Kanus laufen. Danach seid ihr bei den Wald voller Wölfe angekommen. Ihr lauft jetzt ein paar Meter dann solltet ihr beim Wegweiser sein ihr biegt jetzt ein und seid an der Drachenhöhle wo auch der Schlüssel liegt dann müsstet ihr wieder zurücklaufen und geht zur Steinenge zwanzig Meter nach geradeaus seid ihr beim Zelt ein paar Schritte weiter und ihr seid angekommen hurra, hurra, hurra
10261202;Ihr fangt bei der Schildkrötenbucht an nehmt den Weg nach links zum Mammutbaum und biegt links ab zu den Kanus. Ihr geht zur Kreuzung und wählt den rechten Weg. Dort seid ihr im Wald voller Wölfe. Geht weiter geradeaus zum Wegweiser. Geht nach rechts und nicht zur Brücke sondern in den kleinen Weg. Dort findet ihr den ihr den Schlüssel. Geht zurück zum Wegweiser und dann nach rechts. Dort seht ihr die Steinenge geht weiter nach links und am Schiffswrack ist der Schatz. Viel Spaß eurer Großpapa Willhelm. P.S. Gebt nicht alles auf einmal aus
10261212;Ihr startet bei der Null dann geht ihr denn Weg und am Mammutbaum vorbei ihr geht über den Fluss Kanus dann seid ihr am Wald voller Wölfe dann geht ihr in die Drachenhöhle hinein da ist der Schlüssel dann geht ihr an der Steinenge vorbei und am Bootssteg dann kommt ein Zelt dann geht ihr nachher weiter und dann ist der Truhe da
10261222;Du must zuerst nach links gehen dann wo der Wald ist und dann nach oben wo der Mammutbaum ist und dann nach links und immer geradeaus und wenn ihr dem Wald voller Wölfen gefunden hat dann nach rechts und dem Pfad entlang gehen bist du zum Wegweiser kommst dann musst du nach rechts und dann nach links zu die Drachenhöhle rein und raus ihr müsst dann danach müsst ihr nach links und dann nach rechts und immer weiter gehen bis zum Steinenge und wenn ihr da vorbei gelaufen wart dann nach rechts und immer weiter gehen bis ihr am Schiffswrack da seid und dann nach rechts und dann habt ihr ihn
10261232;Beginnt euren Weg zwischen dem Papageienbaum und der Schildkrötenbucht. Dann folgt ihr den Weg. Vorbei an Kanus dann biegt ihr ab vorbei an den Wald voller Wölfen bis in die Drachenhöhle. Dort ist der Schlüssel. Danach geht ihr vorbei an den Steinenge am Bootssteg vorbei an einem Zelt dann müsst ihr hundert Meter neben einem Schiffswrack graben dann habt ihr ihn gefunden. Aber nimmt euch in Acht vor dem Vulkan.
10261242;Folge dem linken Weg zum Mammutbaum. Hast du ihn gefunden laufe dann zur linken Seite zu den Kanus. Bist du da vorbei dann siehst du zwei Wege eine rechts und eine weiter. Nehme den rechten Weg und pass gut auf. Bist du beim Wegweiser dann pass gut auf. In der Drachenhöhle findest du ein Schlüssel aber pass auf dass du den Drachen nicht wach machst. Hast du den Schlüssel? Wenn ja lauf von der Höhle jetzt rechts. Siehst du die Steinenge? Laufe jetzt links. Folge den Weg zum Zelt wenn du da bist laufe dann zum Schiff das halb unter Wasser ist. Mach mit dem Schlüssel die Schatztruhe auf. Sieh was du hast und freue dich drauf.
